player_id,matches_played,goals_scored,assists,yellow_cards,red_cards,minutes_played,pass_accuracy,tackles,saves,star_player,is_valid,data_quality_flag
2690,3,15,1,6,1,1668,91.900001525878906,48,8,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2691,41,2,16,9,0,1795,90.400001525878906,22,15,True,Valid,VALID
2692,38,15,13,9,1,1829,93.699996948242188,6,2,True,Valid,VALID
2693,34,21,3,4,0,3707,57.599998474121094,17,16,True,Not Valid,STAR_WITH_LOW_STAMINA
2694,15,4,5,1,0,3398,78,21,0,True,Not Valid,STAR_WITH_LOW_STAMINA
2695,16,6,8,2,1,2098,85.800003051757813,18,6,True,Not Valid,STAR_WITH_LOW_STAMINA
2696,6,26,12,6,0,3827,61.900001525878906,6,0,True,Not Valid,STAR_WITH_LOW_STAMINA
2697,2,1,17,5,2,2648,88.599998474121094,17,14,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2698,35,8,9,3,2,1183,63.799999237060547,49,7,True,Valid,VALID
2699,35,14,11,8,0,1938,92.400001525878906,25,19,True,Valid,VALID
2700,47,13,3,3,1,1016,76.900001525878906,49,5,True,Valid,VALID
2701,36,2,10,8,0,1924,92.300003051757813,8,18,True,Valid,VALID
2702,14,15,7,0,2,1390,53.5,40,17,True,Valid,VALID
2703,47,13,3,1,0,809,80,47,7,True,Valid,VALID
2704,37,24,6,3,1,3907,57.299999237060547,40,16,True,Valid,VALID
2705,16,7,13,2,2,1312,82.300003051757813,8,10,True,Valid,VALID
2706,6,20,9,3,0,677,92.5,16,4,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2707,3,8,8,9,2,114,73.300003051757813,7,4,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2708,45,14,10,6,2,3982,71.699996948242188,17,7,True,Not Valid,STAR_WITH_LOW_STAMINA
2709,9,29,14,4,1,3122,90.400001525878906,1,11,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2710,16,13,13,5,1,913,52.5,47,8,True,Not Valid,STAR_WITH_LOW_STAMINA
2711,14,29,16,1,0,2786,63.900001525878906,20,17,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2712,17,22,11,6,2,831,53.099998474121094,25,10,True,Valid,VALID
2713,22,3,5,7,1,3757,85,33,10,True,Not Valid,STAR_WITH_LOW_STAMINA
2714,14,26,5,3,2,747,55.200000762939453,35,4,True,Valid,VALID
2715,27,23,5,4,1,4072,79.300003051757813,42,13,True,Valid,VALID
2716,17,29,18,1,1,522,68.300003051757813,19,11,True,Valid,VALID
2717,12,13,19,8,2,103,60.299999237060547,49,18,True,Not Valid,STAR_WITH_LOW_STAMINA
2718,35,7,18,0,1,3022,65.5,49,9,True,Not Valid,STAR_WITH_LOW_STAMINA
2719,25,3,2,7,2,3483,76.300003051757813,43,19,True,Valid,VALID
2720,12,29,4,6,2,135,87.099998474121094,49,4,True,Valid,VALID
2721,5,8,18,4,0,4099,51.5,40,9,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2722,24,11,11,4,2,1568,66.300003051757813,25,18,True,Valid,VALID
2723,28,13,14,7,2,2235,61.799999237060547,28,17,True,Valid,VALID
2724,35,4,9,1,1,1788,66,0,11,True,Valid,VALID
2725,39,26,12,3,2,2833,79.400001525878906,10,2,True,Valid,VALID
2726,44,16,3,1,2,1760,63.299999237060547,47,14,True,Valid,VALID
2727,29,3,1,4,0,1365,82.400001525878906,49,7,True,Valid,VALID
2728,19,26,12,4,1,2046,89.300003051757813,18,14,True,Valid,VALID
2729,36,10,8,3,1,1493,82.300003051757813,45,7,True,Valid,VALID
2730,15,8,9,7,1,704,80.5,23,2,True,Valid,VALID
2731,25,29,10,0,2,4026,83.699996948242188,15,10,True,Valid,VALID
2732,21,13,14,7,1,651,55.799999237060547,38,10,True,Not Valid,STAR_WITH_LOW_STAMINA
2733,19,16,1,6,0,960,87.199996948242188,7,11,True,Valid,VALID
2734,22,6,16,9,1,3746,69.699996948242188,29,17,True,Valid,VALID
2735,6,26,1,0,2,1562,86.199996948242188,28,19,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2736,18,7,11,4,1,4028,94.199996948242188,30,13,True,Valid,VALID
2737,25,7,12,5,2,2123,59.799999237060547,26,11,True,Not Valid,STAR_WITH_LOW_STAMINA
2738,45,26,5,1,2,1688,65,17,12,True,Valid,VALID
2739,33,25,13,4,1,61,83.599998474121094,4,6,True,Valid,VALID
2740,25,4,6,4,2,3048,66.300003051757813,35,17,True,Valid,VALID
2741,23,2,8,5,0,3783,55.400001525878906,3,11,True,Not Valid,STAR_WITH_LOW_STAMINA
2742,31,21,0,7,1,2256,69.300003051757813,43,16,True,Valid,VALID
2743,39,17,14,3,1,2617,79.900001525878906,20,4,True,Valid,VALID
2744,42,8,3,7,1,27,57.099998474121094,1,16,False,Valid,VALID
2745,12,17,4,1,2,1934,91.800003051757813,7,0,True,Valid,VALID
2746,2,28,7,7,2,67,52.200000762939453,46,13,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2747,13,23,9,5,1,645,50.700000762939453,1,10,True,Not Valid,STAR_WITH_LOW_STAMINA
2748,6,0,2,3,2,1743,91.5,13,11,True,Valid,VALID
2749,10,12,10,2,2,664,52.5,5,17,True,Valid,VALID
2750,36,6,9,3,0,1095,93.5,28,2,True,Valid,VALID
2751,40,0,7,1,2,256,73.400001525878906,0,19,False,Valid,VALID
2752,36,4,7,1,2,1160,68.400001525878906,3,13,True,Valid,VALID
2753,24,4,10,6,0,3641,84.699996948242188,16,17,True,Not Valid,STAR_WITH_LOW_STAMINA
2754,43,9,13,1,2,4494,67.099998474121094,47,1,True,Not Valid,STAR_WITH_LOW_STAMINA
2755,6,15,5,3,1,3562,50.599998474121094,32,4,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2756,36,7,17,7,0,3859,53.099998474121094,21,1,True,Valid,VALID
2757,49,0,19,2,1,418,88.400001525878906,6,5,True,Valid,VALID
2758,40,26,0,6,2,3818,70.800003051757813,39,10,True,Not Valid,STAR_WITH_LOW_STAMINA
2759,38,7,10,6,0,12,57.900001525878906,16,4,True,Not Valid,STAR_WITH_LOW_STAMINA
2760,34,16,3,0,2,3620,63.700000762939453,1,12,True,Valid,VALID
2761,39,13,9,1,0,1287,72.5,42,10,True,Valid,VALID
2762,8,19,17,1,2,259,90,3,3,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2763,8,29,10,5,0,905,54.799999237060547,17,13,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2764,0,20,7,9,1,735,69.699996948242188,3,1,True,Not Valid,YELLOW_CARDS_GT_MATCHES
2765,25,4,4,9,1,3170,54,9,14,True,Not Valid,STAR_WITH_LOW_STAMINA
2766,44,21,12,8,2,3582,72,28,12,True,Valid,VALID
2767,41,20,4,6,0,3145,75.599998474121094,9,16,True,Valid,VALID
2768,42,15,0,8,0,205,71.800003051757813,12,12,True,Not Valid,STAR_WITH_LOW_STAMINA
2769,27,8,16,3,1,3820,79.599998474121094,5,14,True,Valid,VALID
2770,36,19,19,4,0,3140,92.199996948242188,23,17,True,Valid,VALID
2771,23,11,10,5,2,3663,92.5,23,16,True,Valid,VALID
2772,47,29,18,8,0,218,90.099998474121094,16,11,True,Valid,VALID
2773,35,1,17,4,0,11,92.900001525878906,21,9,True,Not Valid,STAR_WITH_LOW_STAMINA
2774,0,3,16,2,2,334,51.400001525878906,10,5,True,Not Valid,YELLOW_CARDS_GT_MATCHES
2775,16,2,11,2,1,433,56.900001525878906,0,9,True,Valid,VALID
2776,43,28,3,4,2,3785,69.699996948242188,24,19,True,Not Valid,STAR_WITH_LOW_STAMINA
2777,38,15,14,0,0,4273,52.200000762939453,34,9,True,Valid,VALID
2778,11,13,14,8,2,2267,94.699996948242188,33,8,True,Valid,VALID
2779,37,23,5,6,2,3720,51.799999237060547,41,5,True,Valid,VALID
2780,36,12,18,3,2,3,60.900001525878906,20,5,True,Not Valid,STAR_WITH_LOW_STAMINA
2781,38,17,4,5,2,765,75.099998474121094,21,7,True,Not Valid,STAR_WITH_LOW_STAMINA
2782,28,24,1,7,2,3850,93.5,24,2,True,Valid,VALID
2783,13,19,1,0,1,1181,93.599998474121094,45,11,True,Valid,VALID
2784,37,21,12,4,1,18,66.900001525878906,1,2,True,Not Valid,STAR_WITH_LOW_STAMINA
2785,34,10,18,3,2,50,56,41,3,True,Valid,VALID
2786,10,26,16,6,1,2162,90.5,17,13,True,Not Valid,STAR_WITH_LOW_STAMINA
2787,17,15,11,4,2,124,85.099998474121094,18,4,True,Valid,VALID
2788,9,13,6,7,1,1915,61.900001525878906,23,12,True,Valid,VALID
2789,48,23,12,9,1,3388,57.299999237060547,40,12,True,Valid,VALID
2790,8,23,12,7,1,2649,78.5,8,13,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2791,8,4,5,1,0,1466,84.099998474121094,4,16,True,Valid,VALID
2792,49,7,7,9,1,910,88.300003051757813,6,0,True,Valid,VALID
2793,28,12,18,5,1,4158,69.699996948242188,34,1,True,Valid,VALID
2794,11,11,14,3,0,594,82.099998474121094,25,5,True,Valid,VALID
2795,38,13,2,5,1,1012,66.300003051757813,40,4,True,Not Valid,STAR_WITH_LOW_STAMINA
2796,15,9,4,2,0,1649,86.5,19,18,True,Valid,VALID
2797,10,22,0,4,2,3197,80.5,40,0,True,Valid,VALID
2798,42,12,8,8,2,4223,56.400001525878906,30,7,True,Valid,VALID
2799,1,2,2,9,2,3069,50.700000762939453,43,2,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2800,41,9,16,4,2,3997,82.199996948242188,35,1,True,Valid,VALID
2801,43,6,5,9,0,3405,85.800003051757813,32,2,True,Valid,VALID
2802,17,25,17,0,0,1915,79.5,18,3,True,Valid,VALID
2803,2,1,8,0,0,448,62.400001525878906,33,18,False,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2804,46,26,12,9,0,3964,51.599998474121094,7,18,True,Valid,VALID
2805,31,27,4,1,2,4060,64,34,16,True,Valid,VALID
2806,38,13,2,7,2,873,59.5,16,13,True,Valid,VALID
2807,39,9,5,5,2,761,55,11,9,True,Valid,VALID
2808,31,20,15,3,2,1048,92.199996948242188,33,8,True,Valid,VALID
2809,6,12,14,9,1,1545,90.099998474121094,31,19,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2810,34,10,19,0,1,2870,84.5,16,9,True,Valid,VALID
2811,39,19,6,3,0,4068,75.5,32,10,True,Not Valid,STAR_WITH_LOW_STAMINA
2812,13,23,2,5,1,1456,52.900001525878906,39,12,True,Valid,VALID
2813,0,13,18,4,2,706,76.5,29,5,True,Not Valid,YELLOW_CARDS_GT_MATCHES
2814,37,21,19,0,2,3969,79.400001525878906,14,16,True,Valid,VALID
2815,40,8,5,0,2,2801,72.099998474121094,26,19,True,Not Valid,STAR_WITH_LOW_STAMINA
2816,43,3,14,5,0,2497,63.299999237060547,1,11,True,Valid,VALID
2817,6,20,4,7,2,644,91.099998474121094,21,6,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2818,45,12,0,8,0,3013,62.599998474121094,4,4,True,Valid,VALID
2819,33,26,10,6,0,3839,58,19,10,True,Not Valid,STAR_WITH_LOW_STAMINA
2820,0,17,4,9,0,3145,63.200000762939453,35,4,True,Not Valid,YELLOW_CARDS_GT_MATCHES
2821,13,27,18,4,2,975,55.299999237060547,2,2,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2822,27,21,6,2,0,1558,53.200000762939453,39,2,True,Valid,VALID
2823,20,4,16,9,0,3926,67.099998474121094,8,2,True,Valid,VALID
2824,26,19,19,2,0,2843,68.5,17,14,True,Valid,VALID
2825,26,16,7,3,1,1667,51.700000762939453,6,5,True,Valid,VALID
2826,7,20,10,2,1,4347,68.599998474121094,21,1,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2827,12,28,5,9,1,2728,80.599998474121094,38,5,True,Valid,VALID
2828,44,19,15,5,1,525,86.699996948242188,42,3,True,Valid,VALID
2829,49,2,4,1,0,3379,63.900001525878906,17,14,True,Not Valid,STAR_WITH_LOW_STAMINA
2830,49,8,11,3,0,741,74.199996948242188,5,1,True,Valid,VALID
2831,36,22,19,6,1,3623,84.5,2,0,True,Not Valid,STAR_WITH_LOW_STAMINA
2832,36,4,9,1,2,3317,76.800003051757813,41,3,True,Valid,VALID
2833,38,28,15,3,1,2263,69.599998474121094,29,15,True,Valid,VALID
2834,23,4,1,1,2,481,87,45,9,False,Valid,VALID
2835,12,28,13,2,0,3293,71.5,38,12,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2836,44,9,10,0,2,876,69.5,34,4,True,Valid,VALID
2837,19,24,16,2,0,2385,58.5,16,5,True,Valid,VALID
2838,13,24,12,5,2,3804,67.699996948242188,5,4,True,Not Valid,STAR_WITH_LOW_STAMINA
2839,3,9,19,5,0,3593,69.699996948242188,44,11,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2840,14,0,8,6,1,2721,55.400001525878906,43,16,True,Valid,VALID
2841,24,11,6,6,1,2567,94.5,28,2,True,Valid,VALID
2842,0,9,5,4,2,3775,81.400001525878906,34,5,True,Not Valid,YELLOW_CARDS_GT_MATCHES
2843,4,1,8,3,0,2492,77.199996948242188,28,1,True,Valid,VALID
2844,13,25,8,2,2,4347,83.199996948242188,29,1,True,Valid,VALID
2845,49,20,10,2,1,3142,60.5,8,1,True,Valid,VALID
2846,36,23,7,9,1,2666,92.099998474121094,27,17,True,Valid,VALID
2847,14,24,12,2,0,2581,90.099998474121094,23,10,True,Valid,VALID
2848,6,14,6,5,1,185,78.5,47,0,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2849,11,19,2,6,0,3870,76.400001525878906,34,8,True,Valid,VALID
2850,2,1,11,9,0,1723,52.5,33,19,True,Not Valid,STAR_WITH_LOW_STAMINA
2851,45,6,16,6,2,2393,62.5,14,8,True,Valid,VALID
2852,19,18,17,0,0,2168,92.699996948242188,7,15,True,Valid,VALID
2853,10,7,13,1,1,2660,52.599998474121094,18,4,True,Valid,VALID
2854,19,21,1,5,0,4316,85.300003051757813,2,8,True,Valid,VALID
2855,49,27,14,7,0,11,56.200000762939453,3,6,True,Valid,VALID
2856,29,2,17,0,2,2201,69.400001525878906,34,13,True,Valid,VALID
2857,41,9,4,2,0,2731,71.5,37,17,True,Not Valid,STAR_WITH_LOW_STAMINA
2858,45,18,15,9,0,914,65.400001525878906,42,2,True,Not Valid,STAR_WITH_LOW_STAMINA
2859,38,23,1,0,2,1321,55.200000762939453,35,0,True,Valid,VALID
2860,21,21,4,3,1,3006,74,16,18,True,Valid,VALID
2861,30,25,3,1,0,1799,85.5,49,2,True,Not Valid,STAR_WITH_LOW_STAMINA
2862,30,12,18,2,0,2158,93.5,3,10,True,Valid,VALID
2863,36,23,12,1,2,1422,67.800003051757813,8,10,True,Valid,VALID
2864,6,19,1,9,2,422,58.599998474121094,25,4,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2865,24,17,14,2,2,2213,52.099998474121094,38,13,True,Not Valid,STAR_WITH_LOW_STAMINA
2866,33,3,17,5,1,4084,82.699996948242188,17,8,True,Valid,VALID
2867,11,0,8,6,0,3453,88.099998474121094,13,0,True,Valid,VALID
2868,30,1,8,1,2,80,92.699996948242188,30,1,False,Valid,VALID
2869,44,15,19,4,0,2514,55.799999237060547,28,10,True,Valid,VALID
2870,42,21,8,7,0,3265,78,0,2,True,Not Valid,STAR_WITH_LOW_STAMINA
2871,37,23,17,4,2,3067,65.800003051757813,34,4,True,Valid,VALID
2872,14,7,14,4,2,2013,76,28,8,True,Valid,VALID
2873,1,4,11,4,2,1180,94.5,10,19,True,Not Valid,STAR_WITH_LOW_STAMINA
2874,31,20,9,9,2,230,83.199996948242188,18,12,True,Valid,VALID
2875,34,6,15,2,0,3457,76.199996948242188,35,10,True,Valid,VALID
2876,24,20,19,7,0,1501,74.699996948242188,30,19,True,Not Valid,STAR_WITH_LOW_STAMINA
2877,21,16,3,7,1,2067,55.099998474121094,29,14,True,Valid,VALID
2878,12,25,11,7,0,3936,61.599998474121094,48,10,True,Valid,VALID
2879,42,10,1,3,2,719,53,34,3,True,Valid,VALID
2880,11,23,9,0,0,4033,70.099998474121094,42,16,True,Valid,VALID
2881,10,13,7,8,1,3775,51.400001525878906,43,2,True,Valid,VALID
2882,21,7,6,9,0,89,79,26,4,True,Valid,VALID
2883,33,18,5,4,1,473,56.799999237060547,40,11,True,Valid,VALID
2884,22,27,3,8,2,149,92.400001525878906,36,8,True,Valid,VALID
2885,2,12,1,9,1,1167,63.599998474121094,17,14,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2886,15,4,12,4,2,1681,51.5,9,14,True,Valid,VALID
2887,45,2,4,3,1,3199,83.300003051757813,49,6,True,Valid,VALID
2888,48,8,7,8,1,384,59.799999237060547,11,19,True,Not Valid,STAR_WITH_LOW_STAMINA
2889,41,7,17,8,0,3976,92.5,24,18,True,Valid,VALID
2890,47,15,10,6,2,492,83.599998474121094,4,13,True,Valid,VALID
2891,2,9,5,8,1,510,86.699996948242188,39,10,True,Not Valid,STAR_WITH_LOW_STAMINA
2892,17,13,14,9,1,3416,72.199996948242188,28,16,True,Valid,VALID
2893,4,10,3,4,2,4293,52.799999237060547,38,16,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2894,27,3,3,9,0,1665,80.400001525878906,9,3,True,Not Valid,STAR_WITH_LOW_STAMINA
2895,40,13,6,2,0,2186,94.699996948242188,9,5,True,Valid,VALID
2896,39,21,0,7,0,3153,94.900001525878906,45,11,True,Valid,VALID
2897,33,25,10,4,0,2042,65.5,18,11,True,Valid,VALID
2898,45,26,10,9,0,3438,56.5,42,4,True,Valid,VALID
2899,35,7,11,6,2,4081,87.599998474121094,29,17,True,Valid,VALID
2900,39,15,9,2,0,2457,52.700000762939453,49,13,True,Valid,VALID
2901,46,10,15,1,1,1881,67.199996948242188,42,17,True,Valid,VALID
2902,17,3,14,2,2,1595,60.799999237060547,41,14,True,Valid,VALID
2903,27,18,3,1,0,3337,85.199996948242188,12,16,True,Valid,VALID
2904,2,26,9,7,0,4266,83.5,22,4,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2905,40,11,13,2,2,118,87.5,39,16,True,Valid,VALID
2906,11,29,8,6,0,4162,63.900001525878906,1,17,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2907,34,3,18,7,1,3302,85.599998474121094,21,9,True,Valid,VALID
2908,14,20,17,1,1,4145,68.699996948242188,45,9,True,Valid,VALID
2909,29,22,0,0,2,3231,54.900001525878906,36,11,True,Valid,VALID
2910,33,29,7,9,2,4045,84.099998474121094,20,19,True,Valid,VALID
2911,41,2,8,6,2,1067,59.5,24,4,True,Valid,VALID
2912,44,28,11,7,1,1109,89.300003051757813,32,12,True,Valid,VALID
2913,15,11,14,5,0,1927,58,11,12,True,Valid,VALID
2914,34,10,13,9,1,3267,78,42,14,True,Valid,VALID
2915,25,18,18,5,2,554,77,41,1,True,Valid,VALID
2916,3,17,2,9,2,3509,71.699996948242188,31,2,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2917,2,16,16,0,2,4487,57.900001525878906,4,2,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2918,28,13,9,7,1,1385,84.699996948242188,23,12,True,Not Valid,STAR_WITH_LOW_STAMINA
2919,43,18,1,1,1,3416,53.5,22,9,True,Valid,VALID
2920,34,3,16,6,2,3433,55.900001525878906,21,19,True,Valid,VALID
2921,24,28,8,5,0,2199,71.599998474121094,26,18,True,Valid,VALID
2922,17,25,18,1,0,2180,69.699996948242188,18,4,True,Not Valid,STAR_WITH_LOW_STAMINA
2923,15,26,12,4,2,3189,67.400001525878906,34,4,True,Valid,VALID
2924,25,4,11,3,1,218,92.400001525878906,15,18,True,Valid,VALID
2925,8,9,17,5,0,3013,66.199996948242188,17,17,True,Not Valid,STAR_WITH_LOW_STAMINA
2926,47,3,3,6,0,3356,68.900001525878906,44,5,True,Valid,VALID
2927,18,0,12,1,1,4334,95,6,2,True,Valid,VALID
2928,41,13,3,4,0,4388,50.5,45,2,True,Not Valid,STAR_WITH_LOW_STAMINA
2929,43,19,5,8,1,3449,86,15,19,True,Valid,VALID
2930,8,3,19,0,1,3810,90.900001525878906,32,18,True,Valid,VALID
2931,14,0,3,4,1,2316,58.099998474121094,36,2,True,Valid,VALID
2932,36,24,13,5,0,4481,71.400001525878906,36,12,True,Valid,VALID
2933,1,18,8,1,1,4302,71.199996948242188,22,8,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2934,30,10,5,6,1,164,92.900001525878906,9,10,True,Valid,VALID
2935,16,22,14,1,2,2237,94.800003051757813,19,1,True,Valid,VALID
2936,10,0,15,1,1,3576,86.400001525878906,14,14,True,Valid,VALID
2937,4,16,7,5,2,985,76.900001525878906,37,15,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2938,38,26,5,7,1,279,85.199996948242188,16,3,True,Not Valid,STAR_WITH_LOW_STAMINA
2939,41,0,4,0,1,905,78.699996948242188,18,19,True,Not Valid,STAR_WITH_LOW_STAMINA
2940,17,10,19,5,0,2315,66.599998474121094,31,17,True,Not Valid,STAR_WITH_LOW_STAMINA
2941,33,5,11,8,2,4214,78,45,7,True,Not Valid,STAR_WITH_LOW_STAMINA
2942,16,6,16,5,1,1283,78.300003051757813,14,16,True,Not Valid,STAR_WITH_LOW_STAMINA
2943,35,11,14,0,2,2115,64,33,19,True,Not Valid,STAR_WITH_LOW_STAMINA
2944,18,6,15,1,2,2482,66.199996948242188,41,12,True,Valid,VALID
2945,38,20,15,5,2,3624,91.699996948242188,49,11,True,Valid,VALID
2946,49,29,2,2,0,2210,58.599998474121094,40,15,True,Valid,VALID
2947,39,24,11,1,2,2862,77.599998474121094,17,15,True,Not Valid,STAR_WITH_LOW_STAMINA
2948,37,29,19,4,0,3916,57.099998474121094,15,3,True,Valid,VALID
2949,5,7,17,6,2,1228,93.599998474121094,3,18,True,Not Valid,STAR_WITH_LOW_STAMINA
2950,23,29,3,1,2,763,72.199996948242188,21,3,True,Valid,VALID
2951,39,7,0,0,1,473,88.199996948242188,20,4,True,Valid,VALID
2952,38,19,16,4,1,940,90.599998474121094,7,9,True,Valid,VALID
2953,32,2,18,6,0,4023,62.200000762939453,6,13,True,Not Valid,STAR_WITH_LOW_STAMINA
2954,13,2,8,4,0,807,66.900001525878906,17,5,True,Valid,VALID
2955,41,16,18,7,0,1865,64.599998474121094,8,15,True,Not Valid,STAR_WITH_LOW_STAMINA
2956,3,24,18,9,1,1499,91.300003051757813,42,13,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2957,20,12,18,7,1,4255,53.599998474121094,45,7,True,Not Valid,STAR_WITH_LOW_STAMINA
2958,47,14,19,2,0,2530,88.900001525878906,13,10,True,Valid,VALID
2959,13,3,2,4,1,4147,55.5,18,6,True,Valid,VALID
2960,22,11,1,2,1,4312,74.699996948242188,36,3,True,Valid,VALID
2961,16,3,5,9,0,3236,68.699996948242188,19,11,True,Not Valid,STAR_WITH_LOW_STAMINA
2962,48,9,7,9,1,4264,63.299999237060547,39,12,True,Valid,VALID
2963,35,12,14,2,1,1686,66,24,8,True,Valid,VALID
2964,12,12,13,8,2,3535,56.299999237060547,38,4,True,Valid,VALID
2965,17,22,15,3,2,4021,87.800003051757813,17,18,True,Valid,VALID
2966,5,29,17,0,1,3983,67.599998474121094,39,15,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2967,46,21,3,7,2,1009,59.599998474121094,24,14,True,Valid,VALID
2968,33,14,17,9,2,1033,84.300003051757813,11,16,True,Valid,VALID
2969,15,26,9,1,2,883,88.099998474121094,8,4,True,Valid,VALID
2970,49,5,5,9,2,1048,51.400001525878906,28,7,True,Valid,VALID
2971,39,0,18,6,0,3924,77.300003051757813,11,3,True,Valid,VALID
2972,40,6,17,9,0,3317,75.400001525878906,49,9,True,Valid,VALID
2973,9,2,18,6,2,3815,64,2,12,True,Valid,VALID
2974,34,13,18,9,0,213,70.400001525878906,48,12,True,Valid,VALID
2975,18,2,14,7,1,1326,79.800003051757813,14,7,True,Not Valid,STAR_WITH_LOW_STAMINA
2976,20,18,4,7,1,3370,94.800003051757813,48,8,True,Valid,VALID
2977,40,4,7,6,1,3653,93,42,19,True,Valid,VALID
2978,45,19,16,2,0,886,88.800003051757813,39,8,True,Valid,VALID
2979,26,13,5,5,1,4259,85.599998474121094,1,16,True,Valid,VALID
2980,39,4,7,0,0,2946,79.199996948242188,39,9,True,Valid,VALID
2981,38,29,6,1,2,2717,67.400001525878906,46,7,True,Not Valid,STAR_WITH_LOW_STAMINA
2982,38,10,2,6,1,715,78,38,2,True,Valid,VALID
2983,27,6,0,3,0,3648,75.599998474121094,33,11,True,Valid,VALID
2984,22,7,2,9,0,380,69.099998474121094,39,15,False,Valid,VALID
2985,8,12,19,0,1,4411,62.799999237060547,6,12,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2986,26,4,7,6,2,2741,83.300003051757813,46,0,True,Valid,VALID
2987,4,28,12,9,1,728,60.900001525878906,23,5,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2988,39,9,2,1,2,1747,68.900001525878906,8,8,True,Valid,VALID
2989,31,4,7,4,1,3402,66.300003051757813,8,9,True,Valid,VALID
2990,28,9,18,2,2,3597,51.400001525878906,22,10,True,Valid,VALID
2991,36,11,19,2,0,516,52.5,11,19,True,Valid,VALID
2992,1,22,8,1,0,1844,54,18,12,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
2993,47,9,11,7,0,2702,64.900001525878906,33,19,True,Valid,VALID
2994,48,17,15,3,1,1161,71.800003051757813,6,13,True,Valid,VALID
2995,19,19,18,7,2,4233,92.5,15,14,True,Valid,VALID
2996,23,10,5,0,1,1572,82.099998474121094,22,15,True,Not Valid,STAR_WITH_LOW_STAMINA
2997,29,6,12,3,2,4138,75.199996948242188,44,11,True,Valid,VALID
2998,5,10,0,7,1,1898,93.900001525878906,38,18,True,Not Valid,YELLOW_CARDS_GT_MATCHES
2999,2,8,1,8,0,200,67.800003051757813,25,8,False,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
3000,28,26,15,7,2,2593,76.199996948242188,36,14,True,Valid,VALID
3001,39,21,5,5,1,3374,80.199996948242188,21,8,True,Valid,VALID
3002,34,27,11,3,0,2313,78.300003051757813,6,3,True,Valid,VALID
3003,0,13,11,8,2,1887,50,31,10,True,Not Valid,YELLOW_CARDS_GT_MATCHES
3004,41,10,19,3,0,819,69.199996948242188,30,2,True,Valid,VALID
3005,28,5,17,7,1,4119,51.5,7,4,True,Valid,VALID
3006,17,21,17,1,2,591,51.599998474121094,36,3,True,Not Valid,STAR_WITH_LOW_STAMINA
3007,5,24,14,2,2,3056,72.900001525878906,48,8,True,Not Valid,UNREALISTIC_GOAL_ASSIST_RATE
3008,28,12,14,7,2,2184,71.699996948242188,3,13,True,Valid,VALID
3009,21,9,16,3,1,2951,74.699996948242188,7,6,True,Valid,VALID
3010,35,14,13,7,2,3422,77.199996948242188,2,11,True,Not Valid,STAR_WITH_LOW_STAMINA
3011,31,7,14,4,0,2478,94.800003051757813,22,8,True,Valid,VALID
3012,31,23,0,4,2,2663,59.200000762939453,20,17,True,Valid,VALID
3013,0,0,18,2,0,3974,54.200000762939453,46,10,True,Not Valid,YELLOW_CARDS_GT_MATCHES
3014,37,1,10,9,1,3428,75,16,0,True,Valid,VALID
